name,weighted_score,available,dns_status,growth_link,category
primeloop,4.065,False,taken_parked,True,growth_connection
primemerge,4.065,False,taken_parked,True,growth_connection
primenest,4.065,False,taken,True,growth_connection
primenet,4.065,False,taken,True,growth_connection
primenode,4.065,False,taken_parked,True,growth_connection
primepath,4.065,False,taken,True,growth_connection
primeport,4.065,False,taken_parked,True,growth_connection
primerelay,4.065,False,taken,True,growth_connection
primering,4.065,False,taken_parked,True,growth_connection
primeroute,4.065,False,taken,True,growth_connection
primespot,4.065,False,taken,True,growth_connection
primesync,4.065,False,taken_parked,True,growth_connection
primetie,4.065,False,taken_parked,True,growth_connection
primetrail,4.065,False,taken_parked,True,growth_connection
primeunion,4.065,False,taken,True,growth_connection
primeweave,4.065,False,taken,True,growth_connection
primeweb,4.065,False,taken_parked,True,growth_connection
primewire,4.065,False,taken,True,growth_connection
pulsealign,4.065,False,taken,True,growth_connection
pulsebase,4.065,False,taken_parked,True,growth_connection
pulseblend,4.065,False,taken,True,growth_connection
pulsebond,4.065,False,taken,True,growth_connection
pulsechain,4.065,False,taken,True,growth_connection
pulsecore,4.065,False,taken,True,growth_connection
pulsedock,4.065,False,taken_parked,True,growth_connection
pulseecho,4.065,False,taken_parked,True,growth_connection
pulseflow,4.065,False,taken,True,growth_connection
pulsefuse,4.065,False,taken_parked,True,growth_connection
pulsegrid,4.065,False,taken,True,growth_connection
pulsehub,4.065,False,taken,True,growth_connection
pulsejoin,4.065,False,taken_parked,True,growth_connection
pulselane,4.065,False,taken,True,growth_connection
pulselink,4.065,False,taken,True,growth_connection
pulseloop,4.065,False,taken_parked,True,growth_connection
pulsemeet,4.065,False,taken,True,growth_connection
pulsemerge,4.065,False,taken_parked,True,growth_connection
pulsenest,4.065,False,taken,True,growth_connection
pulsenet,4.065,False,taken,True,growth_connection
pulsenode,4.065,False,taken,True,growth_connection
pulsepath,4.065,False,parked_or_active_no_ns,True,growth_connection
pulseport,4.065,False,taken_parked,True,growth_connection
pulserelay,4.065,False,taken,True,growth_connection
pulsering,4.065,False,taken,True,growth_connection
pulseroute,4.065,False,taken_parked,True,growth_connection
pulsespot,4.065,False,taken_parked,True,growth_connection
pulsesync,4.065,False,taken,True,growth_connection
pulseunion,4.065,False,taken,True,growth_connection
pulsewave,4.065,False,taken,True,growth_connection
pulseweave,4.065,False,taken_parked,True,growth_connection
pulseweb,4.065,False,taken,True,growth_connection
purealign,4.065,False,taken_parked,True,growth_connection
purebase,4.065,False,taken,True,growth_connection
pureblend,4.065,False,taken,True,growth_connection
purebond,4.065,False,taken,True,growth_connection
purebridge,4.065,False,taken,True,growth_connection
purechain,4.065,False,taken,True,growth_connection
purecircle,4.065,False,taken,True,growth_connection
purecore,4.065,False,taken,True,growth_connection
puredock,4.065,False,taken_parked,True,growth_connection
pureecho,4.065,False,taken,True,growth_connection
pureflow,4.065,False,taken,True,growth_connection
purefuse,4.065,False,taken_parked,True,growth_connection
puregather,4.065,False,taken,True,growth_connection
puregrid,4.065,False,taken_parked,True,growth_connection
purehub,4.065,False,taken,True,growth_connection
purejoin,4.065,False,taken,True,growth_connection
pureknit,4.065,False,taken,True,growth_connection
purelane,4.065,False,taken,True,growth_connection
pureline,4.065,False,taken,True,growth_connection
purelink,4.065,False,taken,True,growth_connection
pureloop,4.065,False,taken,True,growth_connection
puremeet,4.065,False,taken_parked,True,growth_connection
puremerge,4.065,False,taken,True,growth_connection
purenest,4.065,False,taken,True,growth_connection
purenet,4.065,False,taken,True,growth_connection
purenode,4.065,False,taken,True,growth_connection
purepath,4.065,False,taken,True,growth_connection
pureport,4.065,False,taken,True,growth_connection
purering,4.065,False,taken_parked,True,growth_connection
pureroute,4.065,False,taken,True,growth_connection
puresignal,4.065,False,taken,True,growth_connection
purespot,4.065,False,taken,True,growth_connection
puresync,4.065,False,taken,True,growth_connection
puretie,4.065,False,taken_parked,True,growth_connection
puretrail,4.065,False,taken,True,growth_connection
pureunion,4.065,False,taken_parked,True,growth_connection
purewave,4.065,False,taken,True,growth_connection
pureweave,4.065,False,taken,True,growth_connection
pureweb,4.065,False,taken,True,growth_connection
purewire,4.065,False,taken,True,growth_connection
pushblend,4.065,False,taken_parked,True,growth_connection
pushbridge,4.065,False,taken_parked,True,growth_connection
pushchain,4.065,False,taken_parked,True,growth_connection
pushcircle,4.065,False,taken,True,growth_connection
pushcore,4.065,False,taken,True,growth_connection
pushdock,4.065,False,taken_parked,True,growth_connection
pushecho,4.065,False,taken,True,growth_connection
pushflow,4.065,False,taken_parked,True,growth_connection
pushfuse,4.065,False,taken,True,growth_connection
pushgrid,4.065,False,taken_parked,True,growth_connection
pushknit,4.065,False,taken,True,growth_connection
pushlane,4.065,False,taken_parked,True,growth_connection
pushline,4.065,False,taken,True,growth_connection
pushlink,4.065,False,taken,True,growth_connection
pushloop,4.065,False,taken_parked,True,growth_connection
pushmeet,4.065,False,taken_parked,True,growth_connection
pushmerge,4.065,False,taken,True,growth_connection
pushnet,4.065,False,taken,True,growth_connection
pushnode,4.065,False,taken,True,growth_connection
pushpath,4.065,False,taken,True,growth_connection
pushport,4.065,False,taken,True,growth_connection
pushrelay,4.065,False,taken,True,growth_connection
pushring,4.065,False,taken,True,growth_connection
pushroute,4.065,False,taken_parked,True,growth_connection
pushsignal,4.065,False,taken_parked,True,growth_connection
pushspot,4.065,False,taken,True,growth_connection
pushsync,4.065,False,taken_parked,True,growth_connection
pushtrail,4.065,False,taken_parked,True,growth_connection
pushunion,4.065,False,taken,True,growth_connection
pushwave,4.065,False,taken,True,growth_connection
pushweb,4.065,False,taken_parked,True,growth_connection
pushwire,4.065,False,taken_parked,True,growth_connection
rapidalign,4.065,False,taken,True,growth_connection
rapidblend,4.065,False,taken_parked,True,growth_connection
rapidbond,4.065,False,taken_parked,True,growth_connection
rapidchain,4.065,False,taken_parked,True,growth_connection
rapidcore,4.065,False,taken,True,growth_connection
rapidflow,4.065,False,taken_parked,True,growth_connection
rapidfuse,4.065,False,taken,True,growth_connection
rapidgrid,4.065,False,taken,True,growth_connection
rapidhub,4.065,False,taken,True,growth_connection
rapidjoin,4.065,False,taken,True,growth_connection
rapidknit,4.065,False,taken,True,growth_connection
rapidlane,4.065,False,taken_parked,True,growth_connection
rapidline,4.065,False,taken,True,growth_connection
rapidlink,4.065,False,taken,True,growth_connection
rapidloop,4.065,False,taken,True,growth_connection
rapidmeet,4.065,False,taken,True,growth_connection
rapidmerge,4.065,False,taken_parked,True,growth_connection
rapidnest,4.065,False,taken_parked,True,growth_connection
rapidnet,4.065,False,taken,True,growth_connection
rapidnode,4.065,False,taken,True,growth_connection
rapidpath,4.065,False,taken,True,growth_connection
rapidport,4.065,False,taken_parked,True,growth_connection
rapidrelay,4.065,False,taken_parked,True,growth_connection
rapidring,4.065,False,taken,True,growth_connection
rapidroute,4.065,False,taken,True,growth_connection
rapidspot,4.065,False,taken,True,growth_connection
rapidsync,4.065,False,taken_parked,True,growth_connection
rapidtrail,4.065,False,taken_parked,True,growth_connection
rapidunion,4.065,False,taken_parked,True,growth_connection
rapidweave,4.065,False,taken,True,growth_connection
rapidwire,4.065,False,taken,True,growth_connection
risealign,4.065,False,taken_parked,True,growth_connection
risebase,4.065,False,taken_parked,True,growth_connection
riseblend,4.065,False,taken,True,growth_connection
risebond,4.065,False,taken_parked,True,growth_connection
risebridge,4.065,False,taken,True,growth_connection
risechain,4.065,False,taken,True,growth_connection
risecircle,4.065,False,taken_parked,True,growth_connection
risecore,4.065,False,taken_parked,True,growth_connection
risedock,4.065,False,taken_parked,True,growth_connection
riseecho,4.065,False,taken,True,growth_connection
risefuse,4.065,False,taken_parked,True,growth_connection
risegrid,4.065,False,taken_parked,True,growth_connection
risehub,4.065,False,taken_parked,True,growth_connection
risejoin,4.065,False,taken,True,growth_connection
riseknit,4.065,False,taken,True,growth_connection
riselane,4.065,False,taken_parked,True,growth_connection
riseline,4.065,False,taken,True,growth_connection
riselink,4.065,False,taken,True,growth_connection
riseloop,4.065,False,taken_parked,True,growth_connection
risemeet,4.065,False,taken_parked,True,growth_connection
risemerge,4.065,False,taken_parked,True,growth_connection
risenest,4.065,False,taken_parked,True,growth_connection
risenet,4.065,False,taken_parked,True,growth_connection
risenode,4.065,False,taken,True,growth_connection
risepath,4.065,False,taken,True,growth_connection
riseport,4.065,False,taken_parked,True,growth_connection
riserelay,4.065,False,taken_parked,True,growth_connection
risering,4.065,False,taken_parked,True,growth_connection
riseroute,4.065,False,taken_parked,True,growth_connection
risesignal,4.065,False,taken,True,growth_connection
risespot,4.065,False,taken,True,growth_connection
risesync,4.065,False,taken,True,growth_connection
risetrail,4.065,False,taken_parked,True,growth_connection
riseunion,4.065,False,taken,True,growth_connection
risewave,4.065,False,taken,True,growth_connection
riseweave,4.065,False,taken,True,growth_connection
riseweb,4.065,False,taken_parked,True,growth_connection
risewire,4.065,False,taken,True,growth_connection
rootbase,4.065,False,taken,True,growth_connection
rootblend,4.065,False,parked_or_active_no_ns,True,growth_connection
rootbond,4.065,False,taken_parked,True,growth_connection
rootbridge,4.065,False,taken,True,growth_connection
rootchain,4.065,False,taken,True,growth_connection
rootcircle,4.065,False,taken_parked,True,growth_connection
rootcore,4.065,False,taken_parked,True,growth_connection
rootdock,4.065,False,taken,True,growth_connection
rootecho,4.065,False,taken,True,growth_connection
rootflow,4.065,False,taken_parked,True,growth_connection
rootfuse,4.065,False,taken,True,growth_connection
rootgrid,4.065,False,taken,True,growth_connection
roothub,4.065,False,taken,True,growth_connection
rootlane,4.065,False,taken,True,growth_connection
rootline,4.065,False,taken,True,growth_connection
rootloop,4.065,False,taken_parked,True,growth_connection
rootmeet,4.065,False,taken_parked,True,growth_connection
rootmerge,4.065,False,taken,True,growth_connection
rootnest,4.065,False,taken,True,growth_connection
rootnet,4.065,False,taken,True,growth_connection
rootnode,4.065,False,taken,True,growth_connection
rootpath,4.065,False,taken,True,growth_connection
rootport,4.065,False,taken,True,growth_connection
rootrelay,4.065,False,taken,True,growth_connection
rootroute,4.065,False,taken,True,growth_connection
rootsignal,4.065,False,taken_parked,True,growth_connection
rootspot,4.065,False,taken,True,growth_connection
rootsync,4.065,False,taken,True,growth_connection
rootunion,4.065,False,taken_parked,True,growth_connection
rootwave,4.065,False,taken,True,growth_connection
rootweb,4.065,False,taken,True,growth_connection
rootwire,4.065,False,taken,True,growth_connection
scalealign,4.065,False,taken_parked,True,growth_connection
scalebase,4.065,False,taken,True,growth_connection
scaleblend,4.065,False,taken_parked,True,growth_connection
scalebond,4.065,False,taken,True,growth_connection
scalechain,4.065,False,taken_parked,True,growth_connection
scalecore,4.065,False,taken_parked,True,growth_connection
scaledock,4.065,False,taken,True,growth_connection
scaleecho,4.065,False,taken_parked,True,growth_connection
scaleflow,4.065,False,taken,True,growth_connection
scalefuse,4.065,False,taken,True,growth_connection
scalegrid,4.065,False,taken,True,growth_connection
scalehub,4.065,False,taken,True,growth_connection
scalejoin,4.065,False,taken,True,growth_connection
scaleknit,4.065,False,taken,True,growth_connection
scalelane,4.065,False,taken,True,growth_connection
scaleline,4.065,False,taken,True,growth_connection
scalelink,4.065,False,taken,True,growth_connection
scaleloop,4.065,False,taken,True,growth_connection
scalemeet,4.065,False,taken,True,growth_connection
scalemerge,4.065,False,taken_parked,True,growth_connection
scalenest,4.065,False,taken_parked,True,growth_connection
scalenet,4.065,False,taken,True,growth_connection
scalenode,4.065,False,taken,True,growth_connection
scalepath,4.065,False,taken,True,growth_connection
scaleport,4.065,False,taken_parked,True,growth_connection
scalerelay,4.065,False,taken,True,growth_connection
scalering,4.065,False,taken,True,growth_connection
scaleroute,4.065,False,taken,True,growth_connection
scalespot,4.065,False,taken,True,growth_connection
scalesync,4.065,False,taken,True,growth_connection
scaletrail,4.065,False,taken_parked,True,growth_connection
scaleunion,4.065,False,taken,True,growth_connection
scalewave,4.065,False,taken,True,growth_connection
scaleweave,4.065,False,taken,True,growth_connection
scaleweb,4.065,False,taken_parked,True,growth_connection
scalewire,4.065,False,taken,True,growth_connection
scenelink,4.065,False,taken_parked,True,audience_connection
seedbase,4.065,False,taken,True,growth_connection
seedblend,4.065,False,taken_parked,True,growth_connection
seedbond,4.065,False,taken_parked,True,growth_connection
seedbridge,4.065,False,taken,True,growth_connection
seedchain,4.065,False,taken,True,growth_connection
seedcircle,4.065,False,taken,True,growth_connection
seedcore,4.065,False,taken,True,growth_connection
seedecho,4.065,False,taken,True,growth_connection
seedflow,4.065,False,taken,True,growth_connection
seedfuse,4.065,False,taken_parked,True,growth_connection
seedgather,4.065,False,taken,True,growth_connection
seedgrid,4.065,False,taken_parked,True,growth_connection
seedhub,4.065,False,taken,True,growth_connection
seedlane,4.065,False,taken_parked,True,growth_connection
seedline,4.065,False,taken,True,growth_connection
seedloop,4.065,False,taken,True,growth_connection
seedmeet,4.065,False,taken_parked,True,growth_connection
seednest,4.065,False,taken,True,growth_connection
seednet,4.065,False,taken,True,growth_connection
seednode,4.065,False,taken,True,growth_connection
seedpath,4.065,False,taken_parked,True,growth_connection
seedport,4.065,False,taken_parked,True,growth_connection
seedrelay,4.065,False,taken,True,growth_connection
seedring,4.065,False,taken_parked,True,growth_connection
seedroute,4.065,False,taken,True,growth_connection
seedsignal,4.065,False,taken,True,growth_connection
seedspot,4.065,False,taken,True,growth_connection
seedsync,4.065,False,taken_parked,True,growth_connection
seedtrail,4.065,False,taken,True,growth_connection
seedunion,4.065,False,taken_parked,True,growth_connection
seedwave,4.065,False,taken_parked,True,growth_connection
seedweave,4.065,False,taken_parked,True,growth_connection
seedweb,4.065,False,taken,True,growth_connection
seedwire,4.065,False,taken,True,growth_connection
shinealign,4.065,False,taken_parked,True,growth_connection
shinebase,4.065,False,taken_parked,True,growth_connection
shineblend,4.065,False,taken_parked,True,growth_connection
shinechain,4.065,False,taken,True,growth_connection
shinecore,4.065,False,taken_parked,True,growth_connection
shinedock,4.065,False,taken,True,growth_connection
shineecho,4.065,False,taken,True,growth_connection
shineflow,4.065,False,taken_parked,True,growth_connection
shinefuse,4.065,False,taken_parked,True,growth_connection
shinegrid,4.065,False,taken_parked,True,growth_connection
shinehub,4.065,False,taken,True,growth_connection
shinejoin,4.065,False,taken_parked,True,growth_connection
shinelane,4.065,False,taken_parked,True,growth_connection
shineline,4.065,False,taken,True,growth_connection
shinelink,4.065,False,taken,True,growth_connection
shineloop,4.065,False,taken,True,growth_connection
shinemeet,4.065,False,taken_parked,True,growth_connection
shinemerge,4.065,False,taken,True,growth_connection
shinenest,4.065,False,taken_parked,True,growth_connection
shinenet,4.065,False,taken_parked,True,growth_connection
shinenode,4.065,False,taken_parked,True,growth_connection
shinepath,4.065,False,taken_parked,True,growth_connection
shineport,4.065,False,taken_parked,True,growth_connection
shinering,4.065,False,taken,True,growth_connection
shineroute,4.065,False,taken,True,growth_connection
shinespot,4.065,False,taken,True,growth_connection
shinesync,4.065,False,taken,True,growth_connection
shinetie,4.065,False,taken,True,growth_connection
shinetrail,4.065,False,taken_parked,True,growth_connection
shineunion,4.065,False,taken_parked,True,growth_connection
shinewave,4.065,False,taken,True,growth_connection
shineweave,4.065,False,taken_parked,True,growth_connection
shineweb,4.065,False,taken,True,growth_connection
shinewire,4.065,False,taken,True,growth_connection
soarbase,4.065,False,taken_parked,True,growth_connection
soarbridge,4.065,False,taken,True,growth_connection
soarchain,4.065,False,taken,True,growth_connection
soarcircle,4.065,False,taken,True,growth_connection
soarcore,4.065,False,taken,True,growth_connection
soardock,4.065,False,taken,True,growth_connection
soarflow,4.065,False,taken,True,growth_connection
soarhub,4.065,False,taken,True,growth_connection
soarlane,4.065,False,taken,True,growth_connection
soarline,4.065,False,taken_parked,True,growth_connection
soarlink,4.065,False,taken,True,growth_connection
soarloop,4.065,False,parked_or_active_no_ns,True,growth_connection
soarnest,4.065,False,taken,True,growth_connection
soarnet,4.065,False,taken,True,growth_connection
soarpath,4.065,False,taken_parked,True,growth_connection
soarport,4.065,False,taken_parked,True,growth_connection
soarsignal,4.065,False,taken,True,growth_connection
soarspot,4.065,False,taken_parked,True,growth_connection
soarsync,4.065,False,taken,True,growth_connection
soarunion,4.065,False,taken,True,growth_connection
soarwave,4.065,False,taken_parked,True,growth_connection
soarweb,4.065,False,taken,True,growth_connection
soarwire,4.065,False,taken,True,growth_connection
sparkalign,4.065,False,taken_parked,True,growth_connection
sparkbase,4.065,False,taken,True,growth_connection
sparkblend,4.065,False,taken,True,growth_connection
sparkbond,4.065,False,taken_parked,True,growth_connection
sparkchain,4.065,False,taken,True,growth_connection
sparkcore,4.065,False,taken,True,growth_connection
sparkdock,4.065,False,taken,True,growth_connection
sparkecho,4.065,False,taken_parked,True,growth_connection
sparkflow,4.065,False,taken,True,growth_connection
sparkfuse,4.065,False,taken_parked,True,growth_connection
sparkgrid,4.065,False,taken,True,growth_connection
sparkhub,4.065,False,taken,True,growth_connection
sparkjoin,4.065,False,taken_parked,True,growth_connection
sparklane,4.065,False,taken,True,growth_connection
sparkline,4.065,False,taken,True,growth_connection
sparklink,4.065,False,taken,True,growth_connection
sparkloop,4.065,False,taken,True,growth_connection
sparkmeet,4.065,False,taken,True,growth_connection
sparkmerge,4.065,False,taken_parked,True,growth_connection
sparknet,4.065,False,taken,True,growth_connection
sparknode,4.065,False,taken,True,growth_connection
sparkpath,4.065,False,taken,True,growth_connection
sparkport,4.065,False,taken_parked,True,growth_connection
sparkrelay,4.065,False,taken_parked,True,growth_connection
sparkring,4.065,False,taken,True,growth_connection
sparkroute,4.065,False,taken,True,growth_connection
sparkspot,4.065,False,taken,True,growth_connection
sparksync,4.065,False,taken_parked,True,growth_connection
sparktie,4.065,False,taken,True,growth_connection
sparktrail,4.065,False,taken,True,growth_connection
sparkunion,4.065,False,taken_parked,True,growth_connection
sparkwave,4.065,False,taken,True,growth_connection
sparkweave,4.065,False,taken,True,growth_connection
sparkwire,4.065,False,taken,True,growth_connection
stagelink,4.065,False,taken,True,audience_connection
surgealign,4.065,False,taken_parked,True,growth_connection
surgebase,4.065,False,taken_parked,True,growth_connection
surgebond,4.065,False,taken,True,growth_connection
surgechain,4.065,False,taken_parked,True,growth_connection
surgecore,4.065,False,taken_parked,True,growth_connection
surgedock,4.065,False,taken_parked,True,growth_connection
surgeecho,4.065,False,taken_parked,True,growth_connection
surgeflow,4.065,False,taken,True,growth_connection
surgefuse,4.065,False,taken,True,growth_connection
surgegrid,4.065,False,taken,True,growth_connection
surgehub,4.065,False,taken_parked,True,growth_connection
surgelane,4.065,False,taken_parked,True,growth_connection
surgeline,4.065,False,taken,True,growth_connection
surgelink,4.065,False,taken,True,growth_connection
surgeloop,4.065,False,taken_parked,True,growth_connection
surgemerge,4.065,False,taken_parked,True,growth_connection
surgenest,4.065,False,taken_parked,True,growth_connection
surgenet,4.065,False,taken,True,growth_connection
surgenode,4.065,False,taken_parked,True,growth_connection
surgepath,4.065,False,taken_parked,True,growth_connection
surgeport,4.065,False,taken,True,growth_connection
surgeroute,4.065,False,taken_parked,True,growth_connection
surgespot,4.065,False,taken_parked,True,growth_connection
surgesync,4.065,False,taken_parked,True,growth_connection
surgetrail,4.065,False,taken_parked,True,growth_connection
surgewave,4.065,False,taken_parked,True,growth_connection
surgeweb,4.065,False,taken,True,growth_connection
surgewire,4.065,False,taken,True,growth_connection
swiftalign,4.065,False,taken_parked,True,growth_connection
swiftbase,4.065,False,taken,True,growth_connection
swiftblend,4.065,False,taken_parked,True,growth_connection
swiftbond,4.065,False,taken_parked,True,growth_connection
swiftchain,4.065,False,taken_parked,True,growth_connection
swiftcore,4.065,False,taken,True,growth_connection
swiftdock,4.065,False,taken_parked,True,growth_connection
swiftecho,4.065,False,taken,True,growth_connection
swiftflow,4.065,False,taken,True,growth_connection
swiftfuse,4.065,False,taken,True,growth_connection
swiftgrid,4.065,False,taken,True,growth_connection
swifthub,4.065,False,taken,True,growth_connection
swiftjoin,4.065,False,taken,True,growth_connection
swiftknit,4.065,False,taken,True,growth_connection
swiftlane,4.065,False,taken,True,growth_connection
swiftline,4.065,False,taken,True,growth_connection
swiftlink,4.065,False,taken,True,growth_connection
swiftloop,4.065,False,taken,True,growth_connection
swiftmeet,4.065,False,taken_parked,True,growth_connection
swiftmerge,4.065,False,taken,True,growth_connection
swiftnest,4.065,False,taken,True,growth_connection
swiftnet,4.065,False,taken_parked,True,growth_connection
swiftnode,4.065,False,taken,True,growth_connection
swiftpath,4.065,False,taken,True,growth_connection
swiftport,4.065,False,taken_parked,True,growth_connection
swiftrelay,4.065,False,taken_parked,True,growth_connection
swiftring,4.065,False,taken_parked,True,growth_connection
swiftroute,4.065,False,taken,True,growth_connection
swiftsync,4.065,False,taken_parked,True,growth_connection
swiftunion,4.065,False,taken_parked,True,growth_connection
swiftwave,4.065,False,taken,True,growth_connection
swiftweave,4.065,False,taken_parked,True,growth_connection
swiftweb,4.065,False,taken,True,growth_connection
swiftwire,4.065,False,taken_parked,True,growth_connection
thrivebase,4.065,False,taken_parked,True,growth_connection
thrivebond,4.065,False,taken,True,growth_connection
thrivecore,4.065,False,taken_parked,True,growth_connection
thrivedock,4.065,False,taken_parked,True,growth_connection
thriveecho,4.065,False,taken_parked,True,growth_connection
thriveflow,4.065,False,taken,True,growth_connection
thrivefuse,4.065,False,taken_parked,True,growth_connection
thrivegrid,4.065,False,taken,True,growth_connection
thrivelane,4.065,False,taken_parked,True,growth_connection
thriveline,4.065,False,taken,True,growth_connection
thriveloop,4.065,False,taken_parked,True,growth_connection
thrivemeet,4.065,False,taken_parked,True,growth_connection
thrivenest,4.065,False,taken_parked,True,growth_connection
thrivenet,4.065,False,taken,True,growth_connection
thrivenode,4.065,False,taken_parked,True,growth_connection
thrivepath,4.065,False,taken,True,growth_connection
thriveport,4.065,False,taken,True,growth_connection
thrivering,4.065,False,taken_parked,True,growth_connection
thrivespot,4.065,False,taken_parked,True,growth_connection
thrivesync,4.065,False,taken_parked,True,growth_connection
thrivewave,4.065,False,taken_parked,True,growth_connection
thriveweb,4.065,False,taken,True,growth_connection
thrivewire,4.065,False,taken_parked,True,growth_connection
tribelink,4.065,False,taken,True,audience_connection
truealign,4.065,False,taken_parked,True,growth_connection
truebase,4.065,False,taken,True,growth_connection
trueblend,4.065,False,taken,True,growth_connection
truebond,4.065,False,taken,True,growth_connection
truebridge,4.065,False,taken,True,growth_connection
truecircle,4.065,False,taken,True,growth_connection
truedock,4.065,False,taken_parked,True,growth_connection
trueecho,4.065,False,taken,True,growth_connection
trueflow,4.065,False,taken,True,growth_connection
truefuse,4.065,False,taken_parked,True,growth_connection
truegather,4.065,False,taken_parked,True,growth_connection
truegrid,4.065,False,taken,True,growth_connection
truehub,4.065,False,taken,True,growth_connection
truejoin,4.065,False,taken,True,growth_connection
trueknit,4.065,False,taken,True,growth_connection
truelane,4.065,False,taken_parked,True,growth_connection
trueline,4.065,False,taken,True,growth_connection
truelink,4.065,False,taken,True,growth_connection
trueloop,4.065,False,taken_parked,True,growth_connection
truemeet,4.065,False,taken_parked,True,growth_connection
truemerge,4.065,False,taken_parked,True,growth_connection
truenest,4.065,False,taken,True,growth_connection
truenet,4.065,False,taken,True,growth_connection
truenode,4.065,False,taken,True,growth_connection
truepath,4.065,False,taken,True,growth_connection
trueport,4.065,False,taken,True,growth_connection
truerelay,4.065,False,taken_parked,True,growth_connection
truering,4.065,False,taken,True,growth_connection
trueroute,4.065,False,taken,True,growth_connection
truespot,4.065,False,taken,True,growth_connection
truesync,4.065,False,taken,True,growth_connection
truetie,4.065,False,taken,True,growth_connection
truetrail,4.065,False,taken_parked,True,growth_connection
truewave,4.065,False,taken_parked,True,growth_connection
trueweave,4.065,False,taken,True,growth_connection
trueweb,4.065,False,taken,True,growth_connection
truewire,4.065,False,taken_parked,True,growth_connection
venuelink,4.065,False,taken_parked,True,audience_connection
vividbase,4.065,False,parked_or_active_no_ns,True,growth_connection
vividblend,4.065,False,taken,True,growth_connection
vividchain,4.065,False,taken_parked,True,growth_connection
vividcore,4.065,False,taken,True,growth_connection
vividecho,4.065,False,taken,True,growth_connection
vividflow,4.065,False,taken,True,growth_connection
vividfuse,4.065,False,taken_parked,True,growth_connection
vividgrid,4.065,False,parked_or_active_no_ns,True,growth_connection
vividhub,4.065,False,parked_or_active_no_ns,True,growth_connection
vividknit,4.065,False,taken_parked,True,growth_connection
vividlane,4.065,False,taken_parked,True,growth_connection
vividline,4.065,False,taken,True,growth_connection
vividlink,4.065,False,taken,True,growth_connection
vividloop,4.065,False,taken_parked,True,growth_connection
vividmerge,4.065,False,taken_parked,True,growth_connection
vividnest,4.065,False,taken_parked,True,growth_connection
vividnet,4.065,False,taken,True,growth_connection
vividnode,4.065,False,taken,True,growth_connection
vividpath,4.065,False,taken_parked,True,growth_connection
vividport,4.065,False,taken_parked,True,growth_connection
vividrelay,4.065,False,taken,True,growth_connection
vividring,4.065,False,taken,True,growth_connection
vividroute,4.065,False,taken,True,growth_connection
vividspot,4.065,False,taken,True,growth_connection
vividsync,4.065,False,taken,True,growth_connection
vividtie,4.065,False,taken,True,growth_connection
vividtrail,4.065,False,taken_parked,True,growth_connection
vividunion,4.065,False,taken_parked,True,growth_connection
vividwave,4.065,False,parked_or_active_no_ns,True,growth_connection
vividweave,4.065,False,taken_parked,True,growth_connection
vividweb,4.065,False,taken,True,growth_connection
vividwire,4.065,False,taken,True,growth_connection
anchorlynk,4.037,False,taken,True,growth_connection
artistlynk,4.037,False,taken,True,audience_connection
beaconlynk,4.037,False,taken,True,growth_connection
bridgelynk,4.037,False,taken,True,blend
brightlynk,4.037,False,taken,True,growth_connection
directlynk,4.037,False,taken,True,audience_connection
anchorring,4.015,False,taken,True,growth_connection
beaconnest,4.015,False,taken_parked,True,growth_connection
beaconnet,4.015,False,taken,True,growth_connection
beaconnode,4.015,False,taken,True,growth_connection
bloommeet,4.015,False,taken,True,growth_connection
bloommerge,4.015,False,taken_parked,True,growth_connection
bolddock,4.015,False,taken_parked,True,growth_connection
boosttrail,4.015,False,taken_parked,True,growth_connection
brighttie,4.015,False,taken,True,growth_connection
builddock,4.015,False,taken_parked,True,growth_connection
clearring,4.015,False,taken_parked,True,growth_connection
clearroute,4.015,False,taken,True,growth_connection
dashhub,4.015,False,taken_parked,True,growth_connection
freshhub,4.015,False,parked_or_active_no_ns,True,growth_connection
fuellane,4.015,False,taken,True,growth_connection
fuelline,4.015,False,taken_parked,True,growth_connection
fuellink,4.015,False,taken_parked,True,growth_connection
fuelloop,4.015,False,taken,True,growth_connection
glowwave,4.015,False,taken,True,growth_connection
glowweave,4.015,False,taken_parked,True,growth_connection
glowweb,4.015,False,taken_parked,True,growth_connection
glowwire,4.015,False,taken_parked,True,growth_connection
growwave,4.015,False,taken_parked,True,growth_connection
growweave,4.015,False,taken,True,growth_connection
growweb,4.015,False,taken_parked,True,growth_connection
growwire,4.015,False,taken,True,growth_connection
harborring,4.015,False,taken_parked,True,growth_connection
launchhub,4.015,False,taken,True,growth_connection
lifttrail,4.015,False,taken,True,growth_connection
nesttrail,4.015,False,taken,True,growth_connection
opennest,4.015,False,taken,True,growth_connection
opennet,4.015,False,taken,True,growth_connection
opennode,4.015,False,taken,True,growth_connection
orbittie,4.015,False,taken,True,growth_connection
orbittrail,4.015,False,taken_parked,True,growth_connection
pushhub,4.015,False,taken_parked,True,growth_connection
rallybase,4.015,False,taken_parked,True,growth_connection
rallychain,4.015,False,taken,True,growth_connection
rallycore,4.015,False,taken,True,growth_connection
rallydock,4.015,False,taken,True,growth_connection
rallyflow,4.015,False,taken,True,growth_connection
rallygrid,4.015,False,taken,True,growth_connection
rallyjoin,4.015,False,taken,True,growth_connection
rallylane,4.015,False,taken,True,growth_connection
rallyline,4.015,False,taken_parked,True,growth_connection
rallylink,4.015,False,taken,True,growth_connection
